Date,Author,Item Title,Periodical Title,Language,Language 2,Location,Author Country 2,Publisher,Publisher City,Publisher Country,Genre,Number of Pages,Original Publication Date
1999,"Baldeosingh, Kevin",The New Voices: A Journal For The Promotion Of Creative Writing.,,English,,Trinidad & Tobago,,Caribbean Media Consultants,Port of Spain,Trinidad & Tobago,,,1999
1997,"Baldeosingh, Kevin",From The Autobiography of Paras P,Critical Quarterly Critical Quarterly,English,,Trinidad & Tobago,,Heinemann,Oxford,England,,,1997
1996,"Baldeosingh, Kevin",The Autobiography Of Paras P,,English,,Trinidad & Tobago,,Heinemann,Oxford,England,,,2996
2013,"Baldeosingh, Kevin",The Ten Incarnations Of Adam Avatar,,English,,Trinidad & Tobago,,Peepal Tree Press,Leeds,England,Fiction (Novel),,2013
2004,"Baldeosingh, Kevin",The Ten Incarnations Of Adam Avatar,,English,,Trinidad & Tobago,,Peepal Tree Press,Chicago,United States,Fiction (Novel),,2004
2002,"Baldeosingh, Kevin",A Place for Naipaul,cariquar Caribbean Quarterly,English,,Trinidad & Tobago,,Deutsch,Tulsa,United States,,,2002
2007,"Baldwin, Dean R; Quinn, Patrick J",An Anthology Of Colonial And Postcolonial Short Fiction,,English,,United States,Louisiana,Cengage Learning,Boston,United States,Fiction (Short Story Collection),,2007
2017,"Baldwin, James; Peck, Raoul",I Am Not Your Negro,,English,,United States,Haiti,Vintage Books,New York,United States,,,2017
2018,"Ballard, Timothy; Tomlin, Mike",Slave Stealers: True Accounts Of Slave Rescues Then And Now,,English,,United States,United States,Shadow Mountain,Salt Lake City,United States,,,2018
1995,"Banks, Russell",Rule Of The Bone,,English,,United States,,HarperCollins,New York,United States,,,1995
1932,"Bannerman, Col Sir Alexander",Tricks That Are Vail,Planters' Punch,English,,England,,Planter's Punch,Kingston,Jamaica,,,1932
2002,"Bardach, Ann Louise",Cuba: Short Stories,,English,,Cuba,,Whereabouts Press,Berkeley,United States,,,2002
2019,"Barrera, Alberto",Mujeres Que Matan,,Spanish,,Venezuela,,"Random House Digital, Inc.",New York,United States,,,2019
1967,"Barrett, Lindsay",Song For Mumu,,English,,Jamaica,,Longman Inc.,London,England,Fiction (Novel),,1967
1966,"Barrett, Lindsay; Potter, Larry",The State Of Black Desire: 3 Poems... 3 Essays,,English,,Jamaica,,Lindsay Barrett,Paris,France,Nonfiction Book,,1966
1927,"Barron, William P",One Haytian Night An Adventure Of The Black Republic,Planters' Punch,English,,United Kingdom,,Planters' Punch,Kingston,Jamaica,Fiction (Novel),,1927
2014,"Barton-Romeo, Michelle Paula",Prisoners,,English,,Trinidad & Tobago,Texas,Cambridge University Press,Cambridge,England,Fiction (Novel),,2014
2006,"Baugh, Edward",Derek Walcott,,English,,Jamaica,,Cambridge University Press,Cambridge,England,Biography,,2006
1957,"Baumann, Hans",Son Of Columbus,,English,,Germany,,Oxford University Press,London,England,,,1957
2016,"Beckles, Hilary","The First Black Slave Society: Britain's ""Barbarity Time"" In Barbados, 1636-1876",,English,,Barbados,,University Press of the West Indies,Mona,Jamaica,Nonfiction Book,,2016
2018,"Beezley, William H",Cultural Nationalism And Ethnic Music In Latin America,,English,,United States,,University of New Mexico Press,Albuquerque,United States,Nonfiction Book,,2018
1893,"Bell, Hesketh",A Witch's Legacy,,English,,France,,"Sampson Low, Marston & Company Limited",London,England,Fiction (Novel),2 v. in 1.,1893
1893,"Bell, Hesketh","Obeah, Witchcraft In The West Indies",,English,,France,,"Sampson Low, Marston & Company Limited",London,England,Nonfiction Book,200,1893
1998,"Benitez-Rojo, Antonio",A View From the Mangrove,,English,,Cuba,,University of Massachusetts Press,Amherst,United States,Nonfiction Book,256,1998
2006,"Benitez-Rojo, Antonio",Femme En Costume De Bataille,,French,,Cuba,,Contemporary French Fiction,Paris,France,Fiction (Novel),544,2006
1984,"Benitez-Rojo, Antonio",Estatuas Sepultadas Y Otros Relatos,,Spanish,,Cuba,,Ediciones Del Norte,Hanover,United States,Fiction (Novel),,1984
2000,"Benítez-Rojo, Antonio",Sea Of Lentils,,English,,Cuba,,Faber and Faber,London,England,,,1979
1999,"Benítez-Rojo, Antonio",El Mar De Las Lentejas,,Spanish,,Cuba,,Casiopea,Barcelona,Spain,,,1979
2010,"Benítez-Rojo, Antonio",La Isla Que Se Repite: El Caribe Y La Perspectiva Posmoderna,,Spanish,,Cuba,,Editorial Plaza Mayor,San Juan,Puerto Rico,,437,1979
2010,"Benítez-Rojo, Antonio",Archivo De Los Pueblos Del Mar,,Spanish,,Cuba,,Ediciones Callejon,San Juan,Puerto Rico,,,2010
1997,"Benítez-Rojo, Antonio",Antologia Personal Antonio Benitez Rojo,,Spanish,,Cuba,,Editorial de la Universidad de Puerto Rico,San Juan,Puerto Rico,,247,1997
1976,"Benítez-Rojo, Antonio",Los Inquilinos Cuento Primera Edicion.1976,,Spanish,,Cuba,,habana cuba,Havana,Cuba,,68,1976
2001,"Benítez-Rojo, Antonio",Mujer En Traje De Batalla,,Spanish,,Cuba,,Alfaguara,Madrid,Spain,,,2001
2016,"Benitez-Rojo, Antonio; Miles, Robin",Woman In Battle Dress,,English,,Cuba,,Audible Studios on Brilliance Audio,Michigan,United States,Fiction (Novel),,2016
2006,"Benítez, Proenza Anne Rojo Antonio",Femme En Costume De Bataille,,French,,Cuba,,France Loisirs,Paris,France,Fiction (Novel),,2006
2007,"Benjamin, Errol; University of the West Indies (Saint Augustine, Trinidad & Tobago); Department of Liberal Arts",Anglophone Identity As Cross-Cultural Transaction: A Study Of Selected Caribbean Fiction From 1970,,English,,Trinidad & Tobago,Trinidad & Tobago,University of the West Indies,St. Augustine,Trinidad & Tobago,Fiction (Short Story Collection),,2007
1966,"Bennett, Louise",Jamaica Labrish: Jamaica Dialect Poems,,English,,Jamaica,,Sangster's Book Stores,Kingston,Jamaica,Poetry Collection,234,1966
1961,"Bennett, Louise","Laugh With Louise: A Pot-pourri of Jamaican Folklore : Stories, Songs, Verses",,English,,Jamaica,,Lithographic Printers Limited,Kingston,Jamaica,Fiction (Short Story Collection,54,1961
1961,"Bennett, Louise","Laugh With Louise: A Pot-pourri of Jamaican Folklore : Stories, Songs, Verses",,English,,Jamaica,,City Printery,Kingston,Jamaica,Fiction (Short Story Collection),,1961
1982,"Bennett, Louise",Selected Poems,,English,,Jamaica,,Sangster's Book Stores,Kingston,Jamaica,Poetry Collection,,1982
1987,"Bennett, Louise; Morris, Mervyn",Selected Poems,,English,,Jamaica,,Sangster's Book Stores,Kingston,Jamaica,Poetry Collection,,1987
1983,"Bennett, Louise; Morris, Mervyn",Selected Poems,,English,,Jamaica,,Sangster's Book Stores,Kingston,Jamaica,Poetry Collection,,1983
1966,"Bennett, Louise; Nettleford, Rex",Jamaica Labrish: Jamaica Dialect Poems,,English,,Jamaica,,Sangster's Book Stores,Kingston,Jamaica,Poetry Collection,,1966
1976,"Bennett, Wycliffe","Message(s) - From Wycliffe Bennett, Chairman-Director General of CARIFESTA",,English,,Jamaica,,The Jamaica Daily News,Kingston,Jamaica,Biography,,1976
1950,"Bennett, Wycliffe; Bowra, Maurice; Roberts, Maurice",Anthology Of The Poetry Of The West Indies,,English,,Jamaica,,Longman Inc.,Kingston,Jamaica,Poetry Collection,,1950
1992,"Bent, Jennifer",The Green Banana Hunt,,English,,Germany,,Deutsch,Tulsa,United States,Fiction (Novel),,1992
1996,"Bent, Jennifer",How Anansi Captured The Tiger Stories,,English,,Germany,,Dutton,London,England,Fiction (Novel),,1996
1989,"Bernabé, Jean; Chamoiseau, Patrick; Confiant, Raphaël",Eloge De La Créolité,,French,,Martinique,,Gallimard,Paris,France,Nonfiction Book,,1989
2003,"Besson, Sherwyn",Rationed Freedoms,,English,,Trinidad & Tobago,,Sherwyn Besson,Bloomington,United States,Fiction (Novel),,2003
2010,"Bethel, Marion",Bougainvillea Ringplay,,English,,The Bahamas,,Peepal Tree Press Ltd.,Leeds,England,,,
2005,"Bettelli Lelio, Chiara",L'Avana: La Città Sensuale Di Leonardo Padura Fuentes,,Italian,,Italy,,Unicopli,Milan,Italy,Fiction (Novel),,2005
1988,"Birbalsingh, Frank",Jahaji Bhai: An Anthology Of Indo-Caribbean Literature,,English,,Guyana,,TSAR Publications,Toronto,Canada,Fiction (Short Story Collection),,1988
2015,"Blanchard, Martha",The Plum Tree,,English,,Spain,,Caribbean Reads Publishing,Basseterre,St. Kitts,Fiction (Novel),,2015
2021,"Bleeker, Amelia; Escribano, Pablo; Gonzales, Candice; Liberati, Cristina; Mawby, Briana",Advancing Gender Equality In Environmental Migration And Disaster Displacement In The Caribbean,,English,,United States,Cuba,International Organization for Migration,Geneva,Switzerland,Nonfiction Book,,2021
1980,"Bleznick, Donald W.","Hispania. May 1980. Artículos Sobre Martín Fierro, La Casa De Los Siete Balcones, Virgilio Piñera, Pardo Bazán, etc",,Spanish,,England,,AATSP,San Juan,Puerto Rico,,,1980
1922,"Bliss, Elieen",The Truly-Loved,Planters' Punch,English,,United States,,Planters' Punch,Kingston,Jamaica,,,1922
1922,"Bliss, Elieen",All Men Have Havens Of The Heart,Planters' Punch,English,,United States,,Planters' Punch,Kingston,Jamaica,Genre:,,1922
1922,"Bliss, Elieen",The Old Love,Planter's Punch,English,,United States,,Planters' Punch,Kingston,Jamaica,,,1922
1922,"Bliss, Elieen",Thoughts In A Garden,Planters' Punch,English,,United States,,Planters' Punch,Kingston,Jamaica,,,1922
2010,"Boadas, Aura Marina",Krik-- krak--: Cuentos De Las Antillas,,Spanish,,Venezuela,,Monte Ávila Editores Latinoamericana,Caracas,Venezuala,,,2010
1921,"Bobadilla, Emilio",Rojeces De Marte (Sonetos),,Spanish,,Cuba,,Editorial Pueyo,Madrid,Spain,Poetry Collection,,1921
1902,"Bobadilla, Emilio",Vórtice : Poesías,,French,,Cuba,,V. Suárez,Madrid,Spain,,301,1902
1903,"Bobadilla, Emilio",A Fuego Lento,,Spanish,,Cuba,,Editorial Letras Cubanas,Havana,Spain,,,1903
2001,"Bobes León, Marilyn",Alquien Tiene Que Llorar Otra Ves,,English,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Short Story Collection),114,2001
2012,"Bobes León, Marilyn",Fiebre De Invierno,,Spanish,,Cuba,,Isla Negra Editores,San Juan,Puerto Rico,Fiction (Novel),,2012
2005,"Bobes León, Marilyn",Fiebre De Invierno,,Spanish,,Cuba,,Isla negra editores,San Juan,Puerto Rico,Fiction (Novel),,2005
2006,"Bobes León, Marilyn",Fiebre De Invierno,,Spanish,,Cuba,,Isla Negra Editores,San Juan,Puerto Rico,Fiction (Novel),,2006
2012,"Bobes León, Marilyn",Fiebre De Invierno,,Spanish,,Cuba,,Editorial Isla Negra,Havana,Cuba,Fiction (Novel),,2012
2018,"Bobes León, Marilyn",Alguien Tiene Que Llorar Otra Vez: Narrativa,,Spanish,,Cuba,,Guantanamera,Seville,Spain,Fiction (Short Story Collection),,2018
1998,"Bobes León, Marilyn",Revicitaciones Y Homenajes,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Poetry Collection,82,1998
2014,"Bobes León, Marilyn",Los Signos Conjeturables,,Spanish,,Cuba,,Los signos conjeturables,Havana,Cuba,Fiction (Novel),148,2014
2009,"Bobes León, Marilyn",Más Cuentos Inflieles: La Otra Cara De La Moneda,,Spanish,,Cuba,,Ediciones Unión,Vedado,Cuba,Fiction (Short Story Collection),,2009
2011,"Bobes León, Marilyn",La Aguja Racional Poesí A 1978-2010,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Poetry Collection,,2011
2012,"Bobes León, Marilyn",La Aguja Racional Poesí A 1978-2010,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Poetry Collection,,2012
2009,"Bobes León, Marilyn",Mujer Perjura: Novela,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Novel),82,2009
2006,"Bobes León, Marilyn",Cuentos Infieles,,Spanish,,Cuba,,Editorial Verbum,Havana,Cuba,Fiction (Short Story Collection),,2006
1995,"Bobes León, Marilyn",Eros En La Poesí A Cubana,,Spanish,,Cuba,,Letras Cubanas,Havana,Cuba,Poetry Collection,96,1995
2001,"Bobes León, Marilyn",Cuentistas Cubanas De Hoy,,Spanish,,Cuba,,Ediciones Instituto Movilizador de Fondos Cooperativos C.L,Buenos Aires,Argentina,Fiction (Short Story Collection),,2011
1995,"Bobes León, Marilyn",Alguien Tiene Que Llorar,,Spanish,,Cuba,,Casa de las Américas,Havana,Cuba,Fiction (Short Story Collection),,1995
1998,"Bobes León, Marilyn",Alguien Tiene Que Llorar,,Spanish,,Cuba,,Ameghino Editora,Rosario,Argentina,Fiction (Short Story Collection),,1998
2001,"Bobes León, Marilyn",Alguien Tiene Que Llorar: Otra Vez,,Spanish,,Cuba,,Ediciones Unión,Havana,Cuba,Fiction (Short Story Collection),,2011
2016,"Bobes León, Marilyn",Alguien Tiene Que Llorar: Otra Vez,,Spanish,,Cuba,,Guantanamera,Seville,Spain,Fiction (Short Story Collection),,2016
2017,"Bobes León, Marilyn",Alguien Tiene Que Llorar: Otra Vez,,Spanish,,Cuba,,Guantanamera,Seville,Spain,Fiction (Short Story Collection),114,2017
2002,"Bobes León, Marilyn",Cuentistas Cubanas De Hoy,,Spanish,,Cuba,,Oceano De Mexico,Mexico City,Mexico,Fiction (Short Story Collection),,2002
2003,"Bobes León, Marilyn",Las Musas Inquietantes: Antología Sobre La Infidelidad,,Spanish,,Cuba,,Ediciones Unión,Bogotá,Columbia,Fiction (Short Story Collection),,2003
2016,"Bobes León, Marilyn",¿Te Gusta Peter Handke?: Mis Mejores Cuentos,,Spanish,,Cuba,,Editorial Verbum,Madrid,Spain,Fiction (Short Story Collection),,2016
2018,"Bobes León, Marilyn",Alguien Tiene Que Llorar Otra Vez,,Spanish,,Cuba,,Guantanamera,Seville,Spain,Fiction (Short Story Collection),,2018
2016,"Bobes León, Marilyn; Travacio, Mariana",A Quien Pueda Interesar: Y Otros Relatos,,Spanish,,Cuba,Argentina,Ediciones Unión,Bogotá,Columbia,Fiction (Short Story Collection),,2016
2000,"Bobes León, Marilyn; Valdez, Pedro Antonio; Gómez Beras, Carlos Roberto; Pausides, Alex",Los Nuevos Caníbales: Antología De La Más Reciente Cuentística Del Caribe Hispano,,Spanish,,Cuba,,Ediciones Unión,Bogotá,Columbia,Fiction (Novel),,2000
1879,"Boddam-Whetham, J.W.","Roraima And British Guiana, With A Glance At Bermuda, The West Indies, And The Spanish Main",,English,,Australia,,Hurst and Blackett,,,,,1879
2021,"Boddam-Whetham, John Whetham","Roraima And British Guiana With A Glance at Bermuda, The West Indies, And The Spanish Main",,English,,United Kingdom,England,Library of Alexandria,Alexandria,Egypt,Nonfiction Book,253,2021
2007,"Bonneville, René",La Vierge Cubaine,,French,,Martinique,,Alexander Street Press,Alexandria,United States,Fiction (Novel),,2007
2007,"Bonneville, René",Les Soeurs Ennemies,,French,,Martinique,,Alexander Street Press,Alexandria,United States,Fiction (Novel),,2007
2007,"Bonneville, René",Le Triomphe D'Eglantine,,French,,Martinique,,Alexander Street Press,Alexandria,United States,Fiction (Novel),,2007
2014,"Borde, Eulah",Murderfest: Two Novellas Inspired By Bloodcurdling Events,,English,,Trinidad & Tobago,,Possibilities Unlimited,Sana Cruz,Trinidad & Tobago,Fiction (Novella),,2014
2021,"Bourne, Shakirah",Josephine Against The Sea,,English,,Barbados,,Scholastic Inc.,New York,United States,Fiction (Novel),,2021
2004,"Braham, Persephone","Crimes Against the State, Crimes Against Persons: Detective Fiction In Cuba And Mexico",,English,,,,University of Minnesota Press,Minneapolis,United States,Fiction (Novel),,2004
1997,"Braithwaite, Edward Kamau",Black & Blues,,English,,Barbados,,New Directions,New York,United States,Poetry Collection,,1997
2006,"Braithwaite, Edward Kamau","The Development Of Creole Society In Jamaica, 1770-1820",,English,,Barbados,,Ian Randle Publishers,Kingston,Jamaica,Nonfiction Book,,2006
2001,"Braithwaite, Edward Kamau",Odale's Choice,,English,,Barbados,,Evans Brothers,London,England,Drama,,2001
1986,"Brand, Dionne","In Another Place, Not Here",,English,,Trinidad & Tobago,,Grove Press,New York,United States,Fiction (Novel),256,1986
2003,"Brand, Dionne","In Another Place, Not Here",,English,,Trinidad & Tobago,,Grove Press,New York,United States,Fiction (Novel),247,2003
1982,"Brand, Dionne",Primitive Offensive,,English,,Trinidad & Tobago,,Williams-Wallace,Toronto,Canada,Fiction (Novel),59,1982
2019,"Brand, Dionne",The Blue Clerk,,English,,Trinidad & Tobago,,McClelland & Stewart,Toronto,Canada,Fiction (Novel),248,2019
1984,"Brand, Dionne; McTair, Roger; Brand, Dionne",Winter Epigrams & Epigrams To Ernesto Cardinal In Defense Of Claudia,,English,,Trinidad & Tobago,,Williams-Wallace,Toronto,Canada,Fiction (Novel),,1984
